,BJN11Y1,BJN11Y2,BJN11Y3,BJN12Y1,BJN12Y2,BJN12Y3,BJN1Y1,BJN1Y2,BJN1Y3,BJN2Y1,BJN2Y2,BJN2Y3,BJN3Y1,BJN3Y2,BJN3Y3,BJN5Y1,BJN5Y2,BJN5Y3,BJN6Y1,BJN6Y2,BJN6Y3,BJN7Y1,BJN7Y2,BJN7Y3,BJN8Y1,BJN8Y2,BJN8Y3,BJN9Y2,BJN9Y3,BJN9Y,BJX11Y1,BJX11Y2,BJX11Y3,BJX12Y1,BJX12Y2,BJX12Y3,BJX1Y1,BJX1Y2,BJX1Y3,BJX2Y1,BJX2Y2,BJX2Y3,BJX3Y1,BJX3Y2,BJX3Y,BJX4Y1,BJX4Y2,BJX4Y3,BJX5Y1,BJX5Y2,BJX5Y3,BJX6Y1,BJX6Y2,BJX6Y3,BJX7Y1,BJX7Y2,BJX7Y3,BJX8Y1,BJX8Y2,BJX8Y3,BJZ12Y1,BJZ12Y2,BJZ12Y3,BJZ1Y1,BJZ1Y2,BJZ1Y3,BJZ2Y1,BJZ2Y2,BJZ2Y3,BJZ3Y1,BJZ3Y2,BJZ3Y3,BJZ4Y1,BJZ4Y2,BJZ4Y3,BJZ5Y1,BJZ5Y2,BJZ5Y3,BJZ6Y1,BJZ6Y2,BJZ6Y3,BJZ8Y1,BJZ8Y2,BJZ8Y3,BJZ9Y1,BJZ9Y2,BJZ9Y3,BYHX11Y1,BYHX11Y2,BYHX11Y3,BYHX12Y1,BYHX12Y2,BYHX12Y3,BYHX1Y1,BYHX1Y2,BYHX1Y3,BYHX2Y1,BYHX2Y2,BYHX2Y3,BYHX3Y1,BYHX3Y2,BYHX3Y3,BYHX4Y1,BYHX4Y2,BYHX4Y3,BYHX6Y1,BYHX6Y2,BYHX6Y3,BYHX9Y1,BYHX9Y2,BYHX9Y3,CQN11Y1,CQN11Y2,CQN11Y3,CQN12Y1,CQN12Y2,CQN12Y3,CQN1Y1,CQN1Y2,CQN1Y3,CQN2Y1,CQN2Y2,CQN2Y3,CQN3Y1,CQN3Y2,CQN3Y3,CQN4Y1,CQN4Y2,CQN4Y3,CQN5Y1,CQN5Y2,CQN5Y3,CQN6Y1,CQN6Y2,CQN6Y3,CQN7Y1,CQN7Y2,CQN7Y3,CQN8Y1,CQN8Y2,CQN8Y3,CQN9Y1,CQN9Y2,CQN9Y3,CQZ12Y1,CQZ12Y2,CQZ12Y3,CQZ1Y1,CQZ1Y2,CQZ1Y3,CQZ219Y1,CQZ219Y2,CQZ2Y1,CQZ2Y2,CQZ2Y3,CQZ3Y1,CQZ3Y2,CQZ3Y3,CQZ4Y1,CQZ4Y2,CQZ4Y3,CQZ5Y1,CQZ5Y2,CQZ5Y3,CQZ6Y1,CQZ6Y2,CQZ6Y3,CQZ7Y1,CQZ7Y2,CQZ7Y3,CQZ8Y1,CQZ8Y2,CQZ8Y3,CQZ9Y1,CQZ9Y2,CQZ9Y3,DZM12Y1,DZM12Y2,DZM12Y3,DZM1Y1,DZM1Y2,DZM1Y3,DZM2Y1,DZM2Y2,DZM2Y3,DZM3Y1,DZM3Y2,DZM3Y3,DZM4Y1,DZM4Y2,DZM4Y3,DZM5Y1,DZM5Y2,DZM5Y3,DZM6Y1,DZM6Y2,DZM6Y3,DZM7Y1,DZM7Y2,DZM7Y3,DZM8Y1,DZM8Y2,DZM8Y3,DZM9Y1,DZM9Y2,DZM9Y3,GZF11Y1,GZF11Y2,GZF11Y3,GZF12Y1,GZF12Y2,GZF12Y3,GZF1Y1,GZF1Y2,GZF1Y3,GZF2Y1,GZF2Y2,GZF2Y3,GZF3Y1,GZF3Y2,GZF3Y3,GZF4Y1,GZF4Y2,GZF4Y3,GZF5Y1,GZF5Y2,GZF5Y3,GZF6Y1,GZF6Y2,GZF6Y3,GZF8Y1,GZF8Y2,GZF8Y3,HDHZ11Y1,HDHZ11Y2,HDHZ11Y3,HDHZ12Y1,HDHZ12Y2,HDHZ12Y3,HDHZ1Y1,HDHZ1Y2,HDHZ1Y3,HDHZ219Y1,HDHZ219Y2,HDHZ2Y2,HDHZ2Y3,HDHZ2Y,HDHZ3Y1,HDHZ3Y2,HDHZ3Y3,HDHZ4Y1,HDHZ4Y2,HDHZ4Y3,HDHZ5Y1,HDHZ5Y2,HDHZ5Y3,HDHZ6Y1,HDHZ6Y2,HDHZ6Y3,HDHZ7Y1,HDHZ7Y2,HDHZ7Y3,HDHZ8Y1,HDHZ8Y2,HDHZ8Y3,HDHZ9Y1,HDHZ9Y2,HDHZ9Y3,JAQ11Y1,JAQ11Y3,JAQ11Y,JAQ12Y1,JAQ12Y2,JAQ12Y3,JAQ1Y1,JAQ1Y2,JAQ1Y3,JAQ219Y1,JAQ219Y2,JAQ2Y1,JAQ2Y2,JAQ2Y3,JAQ3Y1,JAQ3Y2,JAQ3Y3,JAQ4Y1,JAQ4Y2,JAQ4Y3,JAQ5Y1,JAQ5Y2,JAQ5Y3,JAQ6Y1,JAQ6Y2,JAQ6Y3,JAQ7Y1,JAQ7Y2,JAQ7Y3,JAQ8Y1,JAQ8Y2,JAQ8Y3,JAQ9Y1,JAQ9Y2,JAQ9Y3,QHZ11Y1,QHZ11Y2,QHZ11Y3,QHZ12Y1,QHZ12Y2,QHZ12Y3,QHZ1Y1,QHZ1Y2,QHZ1Y3,QHZ219Y1,QHZ219Y2,QHZ2Y1,QHZ2Y2,QHZ2Y3,QHZ3Y1,QHZ3Y2,QHZ3Y3,QHZ4Y1,QHZ4Y2,QHZ4Y3,QHZ5Y1,QHZ5Y2,QHZ5Y3,QHZ6Y1,QHZ6Y2,QHZ6Y3,QHZ7Y1,QHZ7Y2,QHZ7Y3,QHZ8Y1,QHZ8Y2,QHZ8Y3,QHZ9Y1,QHZ9Y2,QHZ9Y3,SJZ11Y1,SJZ11Y2,SJZ11Y3,SJZ12Y1,SJZ12Y2,SJZ12Y3,SJZ1Y1,SJZ1Y2,SJZ1Y3,SJZ219Y1,SJZ219Y2,SJZ2Y1,SJZ2Y2,SJZ2Y3,SJZ3Y1,SJZ3Y2,SJZ3Y3,SJZ4Y1,SJZ4Y2,SJZ4Y3,SJZ5Y1,SJZ5Y2,SJZ5Y3,SJZ6Y1,SJZ6Y2,SJZ6Y3,SJZ8Y1,SJZ8Y2,SJZ8Y3,SJZ9Y1,SJZ9Y2,SJZ9Y3,SYZ11Y1,SYZ11Y2,SYZ11Y3,SYZ12Y1,SYZ12Y2,SYZ12Y3,SYZ1Y1,SYZ1Y2,SYZ1Y3,SYZ2Y1,SYZ2Y2,SYZ2Y3,SYZ3Y1,SYZ3Y2,SYZ3Y3,SYZ4Y1,SYZ4Y2,SYZ4Y3,SYZ5Y1,SYZ5Y2,SYZ5Y3,SYZ6Y1,SYZ6Y2,SYZ6Y3,SYZ7Y1,SYZ7Y2,SYZ7Y3,SYZ8Y1,SYZ8Y2,SYZ8Y3,SYZ9Y1,SYZ9Y2,SYZ9Y3,XZM11Y1,XZM11Y2,XZM11Y3,XZM12Y1,XZM12Y2,XZM12Y3,XZM1Y1,XZM1Y2,XZM1Y3,XZM2Y1,XZM2Y2,XZM2Y3,XZM3Y1,XZM3Y2,XZM3Y3,XZM4Y1,XZM4Y2,XZM4Y3,XZM5Y1,XZM5Y2,XZM5Y3,XZM6Y1,XZM6Y2,XZM6Y3,XZM7Y1,XZM7Y2,XZM7Y3,XZM8Y1,XZM8Y2,XZM8Y3,XZM9Y1,XZM9Y2,XZM9Y3,YFZ11Y1,YFZ11Y2,YFZ11Y3,YFZ12Y1,YFZ12Y2,YFZ12Y3,YFZ1Y1,YFZ1Y2,YFZ1Y3,YFZ2Y1,YFZ2Y2,YFZ2Y3,YFZ3Y1,YFZ3Y2,YFZ3Y3,YFZ4Y1,YFZ4Y2,YFZ4Y3,YFZ5Y1,YFZ5Y2,YFZ5Y3,YFZ7Y1,YFZ7Y2,YFZ7Y3,YFZ9Y1,YFZ9Y2,YFZ9Y3
ASV_341,2,50,2,3,1,0,5,3,4,5,31,2,37,9,136,2,0,2,1,0,6,0,3,5,27,224,31,182,119,179,0,1,0,5,1,0,1,1,3,2,4,28,1016,200,52,8,0,0,0,1,0,2,4,18,573,477,582,7,308,12,0,1,0,7,3,4,0,0,4,0,1,0,1,2,0,2,2,0,1,0,0,2,4,3,2,7,3,1,5,13,60,15,457,17,23,15,1032,22,630,5,21,1,4,10,0,0,1,0,0,10,2,0,0,0,8,5,6,4,36,12,24,27,108,72,156,33,1,1,0,4,0,1,1,0,0,0,1,1,49,46,61,5,13,2,6,11,5,2,2,11,0,0,35,196,48,4,41,135,1,0,0,1,0,3,2,0,1,0,0,1,1,2,1,1,8,0,35,0,0,3,0,4,426,363,276,305,204,77,0,1,0,3,0,1,0,0,1,8,4,1,50,3,1,372,0,414,2,0,2,378,339,370,9,8,4,53,49,44,48,284,113,1,0,0,0,0,1,1,7,1,754,752,311,2,3,12,5,5,4,5,5,12,0,0,99,118,74,24,9,17,2,2,1,1,0,2,1,2,0,2,2,1,284,333,29,3,1,2,4,7,2,0,64,1,1,8,5,0,0,150,167,232,76,62,224,2,1,1,0,0,0,1,0,0,1,1,1,3,4,3,1,0,2,1,2,2,3,1,1,2,0,4,0,0,7,17,5,1,5,2,0,1,0,0,0,2,1,0,0,2,1,0,17,12,19,9,3,2,0,9,4,1,1,6,11,6,2,0,0,116,145,352,226,162,693,0,0,0,0,0,1,2,3,1,29,475,1080,457,421,249,2,2,4,26,30,16,3,1,7,5,17,0,37,147,11,1,0,2,2,0,2,1,2,5,2,3,0,7,6,5,42,22,42,6,3,2,32,28,41,0,0,2,105,55,549,67,190,96,0,1,0,0,2,0,1,0,1,2,3,0,3,0,6,234,265,146,0,1,0,4,3,0,2,3,1,3,14,10,0,5,2,3,0,3,0,1,1,2,3,1,81,90,93
ASV_348,1,42,9,6,2,2,7,2,1,1,20,3,98,8,134,3,0,1,0,4,6,0,2,3,25,206,21,129,92,333,0,1,0,8,0,2,0,1,0,2,3,25,915,148,115,2,1,1,2,0,1,3,5,5,368,483,483,10,270,3,0,0,4,3,8,4,2,0,0,1,0,0,0,3,2,7,4,0,1,1,0,5,3,7,1,9,2,6,5,10,58,12,425,16,17,18,1108,21,530,2,16,2,5,6,1,0,0,0,2,11,3,0,0,1,2,4,2,2,28,10,20,28,78,59,202,50,3,1,1,0,1,1,0,2,0,0,2,1,53,29,43,11,9,5,1,2,2,1,3,2,0,0,44,117,44,7,36,110,2,0,1,0,1,0,0,0,4,1,2,1,0,1,1,0,1,0,42,0,1,1,0,0,381,313,328,218,191,96,0,0,0,2,0,1,1,0,0,4,4,0,36,0,1,358,0,387,1,0,1,313,259,342,7,5,4,68,59,39,50,304,361,1,0,3,3,0,0,0,5,0,570,548,243,2,7,4,3,8,5,2,7,3,0,0,77,97,125,21,33,16,4,2,0,1,1,1,1,1,1,2,6,3,218,287,32,2,1,4,4,5,6,0,76,1,0,4,9,0,0,136,105,206,122,43,209,2,1,2,0,1,0,1,2,1,0,2,0,1,7,2,0,1,5,1,2,2,4,2,2,3,2,1,0,0,3,11,6,3,0,2,0,0,0,0,0,0,2,0,2,2,2,0,10,8,17,14,9,1,0,7,1,0,0,2,3,7,11,0,0,87,177,277,188,138,554,1,0,0,0,0,2,1,9,0,31,384,842,386,352,300,1,11,4,35,30,28,5,5,5,9,6,5,28,103,18,6,2,2,1,0,0,6,2,3,1,2,2,4,2,5,37,35,28,5,4,1,39,30,19,0,0,0,113,67,527,68,180,67,1,1,0,1,1,1,3,0,2,3,1,0,1,2,1,242,201,108,0,0,1,2,5,0,1,3,2,1,7,10,0,6,0,2,2,0,0,2,0,4,5,1,68,79,122
ASV_356,0,36,5,6,0,2,8,1,3,5,11,3,39,12,147,7,3,1,0,4,4,0,2,3,25,113,30,192,86,280,1,0,1,4,2,0,3,0,1,0,6,30,804,150,80,9,0,1,0,3,2,1,6,14,551,553,536,6,255,5,0,0,1,4,2,3,0,0,0,3,4,1,1,3,0,4,3,1,1,1,0,1,4,7,0,11,1,1,2,17,42,8,343,11,28,9,910,20,489,0,6,1,3,20,0,0,0,0,3,13,2,0,0,0,4,1,5,4,13,2,19,8,101,55,125,27,4,0,0,4,2,0,0,0,1,1,0,1,26,49,50,11,3,5,1,8,5,1,7,3,0,0,38,142,49,1,20,147,2,1,0,0,0,0,1,0,3,0,0,1,0,1,0,0,1,0,29,1,0,1,1,1,349,295,156,266,188,62,1,0,1,1,1,0,0,5,1,5,3,0,42,0,1,298,0,306,5,2,1,272,275,275,4,12,1,53,80,39,43,201,91,2,0,0,3,1,0,0,2,1,434,496,235,5,1,8,1,4,3,3,10,13,0,0,114,107,129,7,9,17,1,3,0,1,0,1,2,0,0,3,1,2,213,318,22,3,0,0,3,2,9,0,54,2,4,6,6,0,0,159,118,254,67,41,262,2,1,0,2,0,0,0,0,0,4,1,0,3,1,2,0,2,0,0,0,2,0,1,4,1,2,2,0,0,3,10,6,1,3,5,1,0,0,0,4,2,2,0,1,3,1,1,11,7,21,9,7,1,0,7,3,3,0,6,2,2,11,0,0,90,160,260,181,164,589,0,0,0,1,1,2,0,7,1,16,376,911,345,310,159,0,5,0,28,29,22,8,2,2,4,6,3,37,139,11,0,2,4,0,0,1,1,0,3,1,1,1,6,1,3,25,24,40,1,2,3,28,32,27,1,1,1,92,65,492,70,135,95,1,0,0,0,0,1,0,0,0,4,5,0,3,0,4,298,201,113,0,0,0,4,5,4,2,3,3,6,6,4,1,2,3,2,0,1,1,0,1,5,1,2,54,71,116
ASV_358,0,34,7,3,0,0,5,1,3,9,24,1,51,13,132,0,0,1,2,6,2,0,5,5,25,209,27,122,102,44,0,1,4,8,0,1,2,1,2,2,2,35,818,184,26,7,0,0,3,0,1,0,4,5,359,429,425,4,263,6,0,0,0,4,1,4,1,0,2,0,3,1,0,2,2,6,2,1,0,1,1,2,0,3,4,5,1,1,3,6,41,7,397,5,17,9,1029,11,567,3,16,5,4,6,0,0,0,1,2,10,7,1,0,2,10,2,2,6,10,4,17,25,45,50,180,55,7,0,1,2,0,0,1,0,0,2,1,0,45,54,49,5,7,3,0,14,2,1,1,6,0,0,50,137,36,8,40,108,1,0,1,3,0,1,0,1,2,0,1,3,0,0,0,2,0,0,38,1,1,0,2,1,383,315,309,276,169,106,1,0,2,2,0,0,0,1,0,3,4,1,22,1,1,345,0,468,7,3,2,299,189,334,4,6,7,64,53,33,34,339,125,1,3,1,1,3,1,1,5,1,628,677,230,1,0,5,2,10,6,7,3,6,0,0,73,79,35,23,8,8,3,3,1,2,0,0,3,0,0,1,3,1,260,356,33,2,0,0,2,5,1,1,51,0,4,6,11,0,1,160,92,147,68,42,193,0,1,0,0,1,0,0,0,0,0,0,0,1,4,2,0,1,1,1,1,1,3,1,1,3,1,0,0,0,1,18,5,1,5,4,0,0,0,0,0,2,1,1,0,0,5,4,16,15,18,9,1,1,0,10,0,1,1,4,10,4,6,0,1,112,166,224,176,128,485,0,0,2,0,1,0,0,4,0,32,287,888,403,372,314,0,6,3,27,18,18,4,3,3,10,7,2,29,96,18,1,1,1,2,4,0,2,0,6,3,1,2,3,5,3,32,31,34,3,3,4,28,31,37,0,3,3,82,73,514,61,151,70,1,3,0,1,1,1,2,2,0,1,1,0,2,1,5,170,186,117,0,0,0,0,0,1,5,4,11,5,12,4,1,2,0,0,0,0,0,0,0,0,1,0,47,74,87
ASV_359,1,33,7,4,1,0,3,1,0,3,32,2,113,5,145,3,1,1,1,1,3,3,1,5,26,196,16,113,75,53,0,1,1,3,1,1,0,4,2,0,6,30,945,261,14,4,0,2,1,4,3,2,1,6,420,402,343,5,256,6,1,0,2,4,0,5,0,0,2,0,4,1,0,1,4,2,3,0,1,1,3,2,0,3,4,2,2,5,4,10,50,2,397,9,19,16,1195,18,558,1,8,2,4,4,0,0,2,0,5,12,7,1,0,0,10,1,6,8,18,4,13,20,51,58,178,50,1,0,1,0,1,1,3,0,1,1,2,0,46,34,51,7,6,4,5,7,1,1,3,0,0,0,67,125,40,9,45,94,3,2,0,0,3,1,1,0,2,3,1,1,0,0,1,2,5,0,33,0,1,2,2,2,366,315,327,202,146,111,1,1,0,0,0,0,1,0,0,3,3,1,48,1,0,318,0,373,6,0,0,309,244,347,4,3,2,56,52,39,52,336,387,2,0,1,3,0,0,0,6,1,607,536,174,1,2,3,9,6,3,5,6,4,0,0,70,96,23,23,32,20,1,0,4,3,0,0,0,1,2,7,1,0,198,358,20,3,1,2,1,1,2,2,35,4,3,4,5,0,0,158,117,181,85,33,176,0,1,0,0,0,1,0,0,0,1,0,3,0,1,0,1,0,5,1,0,1,3,4,3,1,1,0,0,0,16,14,6,2,2,6,1,1,0,1,1,0,1,1,1,1,1,2,12,12,22,7,1,1,0,8,1,0,1,4,3,4,10,0,0,116,110,251,235,143,467,0,0,1,1,0,0,0,9,0,26,260,920,407,290,287,3,2,5,20,25,23,10,1,6,3,12,2,28,92,19,0,0,3,1,3,0,6,1,2,1,2,3,5,2,6,46,42,43,2,1,3,43,33,25,0,0,1,71,60,383,48,138,73,1,0,2,1,1,1,1,0,3,3,2,0,5,0,5,157,172,117,0,2,1,2,3,2,1,0,4,7,13,5,0,3,3,0,0,0,1,0,1,1,5,3,40,73,90
ASV_362,0,41,3,4,1,4,3,0,2,4,27,3,22,9,119,1,1,0,3,0,10,2,1,6,22,179,38,150,126,68,1,2,1,8,0,3,0,0,0,0,4,23,909,157,18,3,1,1,0,4,1,0,1,11,503,530,528,7,221,15,1,1,1,4,0,4,1,1,2,0,3,1,1,4,1,4,3,0,0,0,1,3,3,4,3,11,3,2,1,7,53,10,405,4,10,12,959,16,531,2,10,1,4,2,0,0,1,0,2,14,1,0,1,0,3,1,5,4,16,2,23,14,83,75,131,30,3,0,0,0,2,0,0,3,0,2,1,1,28,51,51,6,6,7,1,10,5,5,3,11,0,0,51,120,45,1,43,102,1,1,4,0,2,2,0,3,1,0,1,2,2,1,1,0,2,0,40,1,0,2,1,3,347,320,213,235,185,75,3,1,0,0,0,0,0,2,0,5,1,3,33,1,1,281,0,329,3,0,1,283,232,303,4,3,3,51,83,34,27,314,87,0,0,0,2,0,1,2,5,0,576,594,233,0,0,2,4,5,4,1,9,4,0,0,79,74,39,18,10,13,1,1,2,1,0,0,0,1,1,5,3,0,256,343,28,1,0,0,1,1,1,0,52,3,4,5,11,1,0,160,102,223,61,46,200,2,2,1,0,0,0,2,0,0,1,1,0,0,2,2,1,2,5,1,1,0,1,5,2,0,2,1,0,0,3,3,8,2,1,4,1,2,0,0,0,0,2,0,0,1,2,2,11,8,24,6,3,2,0,12,0,0,0,0,5,13,6,0,4,98,142,233,194,177,552,1,0,0,0,1,0,1,8,2,20,372,970,382,316,184,0,2,3,22,35,24,8,2,4,5,3,2,39,127,13,3,2,1,1,0,1,2,0,4,0,1,0,3,0,7,32,25,44,2,1,3,34,31,40,0,0,0,87,47,440,71,152,85,1,0,0,0,0,1,1,0,1,1,6,1,1,1,3,248,184,115,1,0,2,2,3,7,1,11,2,13,14,9,0,4,2,1,1,2,0,0,0,4,0,0,53,102,110
ASV_360,3,33,5,4,1,1,6,2,0,3,28,3,25,10,143,3,1,2,2,4,5,0,2,6,32,167,32,165,90,109,2,1,0,9,1,2,0,0,1,1,4,36,861,244,27,7,0,1,2,1,1,1,3,10,482,486,457,9,269,14,1,0,0,7,5,3,0,1,7,0,0,2,1,0,3,4,2,0,0,0,0,1,5,7,1,7,2,1,8,3,58,17,410,11,26,6,1042,31,568,2,16,6,5,6,0,0,0,0,7,21,5,1,0,1,9,6,5,6,16,6,33,18,109,62,124,31,2,2,0,0,1,2,3,0,3,1,1,0,38,59,58,16,2,3,2,14,2,2,2,5,0,0,66,172,58,3,35,110,2,2,1,1,0,0,0,2,3,2,2,0,2,4,2,3,1,0,25,1,0,0,0,0,422,328,191,325,179,62,4,2,1,0,0,0,2,0,0,4,4,0,48,0,0,360,0,453,4,0,3,318,286,329,5,5,3,46,68,56,42,197,101,2,0,0,2,0,0,0,2,1,615,784,286,1,0,9,1,7,8,1,4,7,0,0,75,134,74,11,11,15,1,0,2,2,1,2,3,0,2,3,4,3,303,416,28,2,2,2,3,1,4,4,55,3,3,6,4,0,0,175,161,231,91,48,282,2,1,3,1,0,0,1,0,0,0,2,3,2,1,3,6,0,2,2,1,1,3,0,1,4,2,2,0,0,2,12,2,3,5,4,0,1,1,0,1,2,1,0,0,0,0,1,18,21,23,8,3,2,6,9,2,0,0,1,10,4,6,0,0,94,160,289,213,189,633,0,0,1,1,1,0,1,15,3,30,436,1082,465,408,221,0,0,3,33,24,25,2,5,1,2,9,2,22,140,16,4,1,2,0,1,2,2,2,2,0,1,2,5,8,7,44,23,67,3,2,4,31,37,47,0,0,0,79,68,459,58,187,126,2,0,0,0,0,0,2,0,1,5,6,0,0,3,1,243,225,130,0,0,0,5,11,4,1,2,8,3,9,6,0,1,2,0,2,2,1,0,0,4,5,3,75,83,99
ASV_367,0,22,2,4,3,0,3,2,2,6,21,1,111,12,140,0,0,1,3,3,4,3,0,3,14,163,26,128,99,212,0,1,2,3,0,0,0,0,0,0,4,34,793,145,78,4,0,1,3,1,1,1,4,9,432,379,491,6,272,4,0,0,2,9,3,1,0,2,0,0,1,1,0,3,1,3,1,2,1,0,0,0,2,5,2,5,5,3,4,8,46,2,379,9,19,5,1011,6,459,1,13,2,3,14,0,1,1,0,5,12,2,0,1,1,1,2,5,5,11,6,12,18,75,46,147,32,3,0,0,2,0,0,2,0,1,2,0,1,39,32,67,10,2,2,0,8,2,4,3,7,0,0,39,129,47,5,26,102,0,0,0,0,2,2,0,0,4,2,3,2,1,0,0,0,0,0,28,0,0,0,1,3,339,304,199,267,167,66,3,0,1,0,0,0,0,0,2,2,2,1,35,0,0,293,0,366,7,0,1,291,244,293,12,7,6,45,58,39,38,219,313,0,0,0,3,0,0,0,5,0,619,709,246,3,1,7,1,2,3,2,2,7,0,0,81,113,70,18,33,19,0,2,0,0,1,1,1,0,1,2,1,0,224,362,38,3,0,1,1,6,6,1,41,1,4,7,5,0,0,180,113,186,78,40,162,1,2,4,1,0,0,1,0,2,2,0,0,2,3,2,2,1,1,0,0,1,0,0,2,0,3,2,0,0,2,7,4,2,4,5,0,0,0,0,0,0,1,0,3,0,2,2,12,13,12,6,4,3,0,9,4,0,0,2,4,2,10,0,0,100,137,258,154,128,466,2,0,1,0,0,1,1,8,1,32,356,860,465,339,205,2,0,3,35,30,30,4,4,9,8,19,2,44,96,14,1,0,0,0,1,0,9,0,4,1,2,1,3,1,7,22,27,37,5,3,0,52,16,29,0,1,2,68,71,396,36,159,87,1,0,0,1,0,0,1,2,1,4,1,0,2,0,1,208,168,98,0,0,2,3,2,1,2,0,2,4,14,3,3,1,1,0,0,1,1,2,1,5,0,3,50,83,104
ASV_371,3,24,4,3,0,0,2,0,1,4,21,2,42,8,142,0,0,1,0,6,5,1,1,2,30,143,14,142,86,158,0,1,1,4,0,0,0,1,3,1,0,31,766,167,66,4,0,0,2,0,5,0,8,7,365,372,418,22,230,9,0,0,0,4,1,3,0,0,0,1,2,3,0,1,3,5,2,0,0,0,0,1,2,4,1,10,7,1,1,11,51,6,369,9,7,9,1002,13,446,0,14,4,4,6,1,0,0,0,2,8,0,0,0,0,5,2,8,8,13,4,14,19,85,50,150,41,0,0,2,2,1,0,3,1,1,2,7,3,34,45,51,6,1,3,0,11,2,3,3,8,0,0,33,131,37,7,34,88,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,2,4,0,30,0,3,0,0,0,331,235,207,275,175,53,2,0,0,1,0,0,1,0,0,1,6,1,41,0,0,275,0,378,1,0,2,250,208,244,1,6,4,39,56,28,30,251,106,0,1,1,2,0,3,2,3,0,581,655,216,2,5,3,2,6,5,1,10,4,0,0,81,92,123,8,12,23,0,0,1,0,0,0,1,2,1,4,1,2,209,337,29,4,1,0,9,3,5,0,46,2,1,10,8,0,0,122,116,175,73,32,180,0,2,2,1,0,1,1,0,3,0,2,1,0,2,1,0,0,2,1,0,0,1,3,4,1,0,1,0,0,6,16,5,2,3,2,0,0,1,2,1,0,1,1,0,0,0,0,14,14,25,9,3,0,0,7,3,2,0,2,5,9,1,0,0,114,128,235,173,136,505,0,0,0,0,0,1,0,5,0,10,296,898,396,338,217,1,5,3,33,26,23,10,0,7,7,17,3,25,92,20,2,1,0,3,0,0,3,1,4,2,2,2,2,3,3,23,26,44,0,0,1,34,28,36,1,0,1,60,55,420,54,157,80,0,2,1,0,0,1,0,0,1,2,0,1,0,0,0,202,192,95,0,0,1,2,2,2,5,4,0,1,13,4,3,2,0,1,0,0,0,0,0,7,2,4,51,75,107
ASV_379,2,31,2,1,0,1,7,4,0,1,32,3,32,8,136,0,0,2,1,4,5,0,1,1,15,92,19,140,113,166,0,1,1,5,1,0,0,0,0,0,1,19,692,170,106,5,0,0,0,0,1,0,1,6,349,482,483,3,263,7,0,0,0,7,2,2,0,0,0,0,3,3,0,1,0,4,4,0,1,0,0,0,4,4,2,2,4,1,2,17,49,8,328,12,9,4,855,6,397,5,4,6,2,6,1,0,0,0,4,6,2,0,0,0,2,1,4,6,15,2,21,15,59,41,120,37,5,0,0,0,0,1,2,0,2,3,0,0,16,43,35,5,1,4,4,11,1,3,3,12,0,0,46,113,34,4,29,121,0,0,0,0,1,0,0,1,2,0,2,0,2,1,2,0,1,0,43,0,1,0,2,2,268,228,147,312,176,33,1,0,0,1,0,0,0,0,0,4,3,0,18,1,0,263,0,286,6,0,0,203,172,248,2,3,2,39,51,36,24,140,84,1,1,0,3,1,1,0,4,0,453,631,267,0,1,3,0,3,10,0,3,1,0,0,63,83,192,5,13,13,2,1,1,1,0,3,0,4,0,2,0,2,218,307,37,1,0,1,5,5,4,2,56,2,3,2,3,0,0,158,96,201,87,33,203,4,3,2,1,0,0,2,0,2,0,3,0,4,0,2,2,5,0,0,1,3,2,0,1,1,2,0,0,0,6,13,3,4,0,3,0,0,0,0,0,1,0,0,1,3,1,1,9,12,29,6,6,2,0,11,3,1,1,4,6,2,10,0,0,130,118,209,138,118,457,0,0,1,0,1,0,1,9,0,13,356,755,418,285,183,0,3,0,33,24,19,6,1,6,2,8,1,18,84,11,0,0,2,1,0,2,4,0,1,1,0,2,3,5,3,26,33,50,4,0,0,14,27,17,1,0,0,88,42,414,44,151,98,3,0,0,1,0,0,1,0,1,2,4,1,0,0,1,289,184,102,0,0,0,2,5,3,1,4,4,3,8,3,2,4,0,0,0,0,0,2,0,1,1,3,67,85,117
